Date,State,Number of Death Cases
1/24/20,Pennsylvania,0
1/25/20,Pennsylvania,0
1/26/20,Pennsylvania,0
1/27/20,Pennsylvania,0
1/28/20,Pennsylvania,0
1/29/20,Pennsylvania,0
1/30/20,Pennsylvania,0
1/31/20,Pennsylvania,0
2/1/20,Pennsylvania,0
2/2/20,Pennsylvania,0
2/3/20,Pennsylvania,0
2/4/20,Pennsylvania,0
2/5/20,Pennsylvania,0
2/6/20,Pennsylvania,0
2/7/20,Pennsylvania,0
2/8/20,Pennsylvania,0
2/9/20,Pennsylvania,0
2/10/20,Pennsylvania,0
2/11/20,Pennsylvania,0
2/12/20,Pennsylvania,0
2/13/20,Pennsylvania,0
2/14/20,Pennsylvania,0
2/15/20,Pennsylvania,0
2/16/20,Pennsylvania,0
2/17/20,Pennsylvania,0
2/18/20,Pennsylvania,0
2/19/20,Pennsylvania,0
2/20/20,Pennsylvania,0
2/21/20,Pennsylvania,0
2/22/20,Pennsylvania,0
2/23/20,Pennsylvania,0
2/24/20,Pennsylvania,0
2/25/20,Pennsylvania,0
2/26/20,Pennsylvania,0
2/27/20,Pennsylvania,0
2/28/20,Pennsylvania,0
2/29/20,Pennsylvania,0
3/1/20,Pennsylvania,0
3/2/20,Pennsylvania,0
3/3/20,Pennsylvania,0
3/4/20,Pennsylvania,0
3/5/20,Pennsylvania,0
3/6/20,Pennsylvania,0
3/7/20,Pennsylvania,0
3/8/20,Pennsylvania,0
3/9/20,Pennsylvania,0
3/10/20,Pennsylvania,0
3/11/20,Pennsylvania,0
3/12/20,Pennsylvania,0
3/13/20,Pennsylvania,0
3/14/20,Pennsylvania,0
3/15/20,Pennsylvania,0
3/16/20,Pennsylvania,0
3/17/20,Pennsylvania,0
3/18/20,Pennsylvania,1
3/19/20,Pennsylvania,1
3/20/20,Pennsylvania,1
3/21/20,Pennsylvania,2
3/22/20,Pennsylvania,4
3/23/20,Pennsylvania,6
3/24/20,Pennsylvania,8
3/25/20,Pennsylvania,15
3/26/20,Pennsylvania,18
3/27/20,Pennsylvania,22
3/28/20,Pennsylvania,34
3/29/20,Pennsylvania,41
3/30/20,Pennsylvania,50
3/31/20,Pennsylvania,63
4/1/20,Pennsylvania,74
4/2/20,Pennsylvania,91
4/3/20,Pennsylvania,104
4/4/20,Pennsylvania,142
4/5/20,Pennsylvania,157
4/6/20,Pennsylvania,186
4/7/20,Pennsylvania,253
4/8/20,Pennsylvania,325
4/9/20,Pennsylvania,358
4/10/20,Pennsylvania,434
4/11/20,Pennsylvania,517
4/12/20,Pennsylvania,572
4/13/20,Pennsylvania,610
4/14/20,Pennsylvania,716
4/15/20,Pennsylvania,803
4/16/20,Pennsylvania,877
4/17/20,Pennsylvania,960
4/18/20,Pennsylvania,1081
4/19/20,Pennsylvania,1320
4/20/20,Pennsylvania,1397
4/21/20,Pennsylvania,1651
4/22/20,Pennsylvania,1715
4/23/20,Pennsylvania,1771
4/24/20,Pennsylvania,1792
4/25/20,Pennsylvania,1845
4/26/20,Pennsylvania,1873
4/27/20,Pennsylvania,1954
4/28/20,Pennsylvania,2116
4/29/20,Pennsylvania,2432
4/30/20,Pennsylvania,2529
5/1/20,Pennsylvania,2694
5/2/20,Pennsylvania,2753
5/3/20,Pennsylvania,2785
5/4/20,Pennsylvania,2912
5/5/20,Pennsylvania,3227
5/6/20,Pennsylvania,3388
5/7/20,Pennsylvania,3628
5/8/20,Pennsylvania,3750
5/9/20,Pennsylvania,3809
5/10/20,Pennsylvania,3845
5/11/20,Pennsylvania,3873
5/12/20,Pennsylvania,3954
5/13/20,Pennsylvania,4130
5/14/20,Pennsylvania,4311
5/15/20,Pennsylvania,4444
5/16/20,Pennsylvania,4505
5/17/20,Pennsylvania,4523
5/18/20,Pennsylvania,4538
5/19/20,Pennsylvania,4654
5/20/20,Pennsylvania,4795
5/21/20,Pennsylvania,4896
5/22/20,Pennsylvania,5040
5/23/20,Pennsylvania,5140
5/24/20,Pennsylvania,5165
5/25/20,Pennsylvania,5180
5/26/20,Pennsylvania,5198
5/27/20,Pennsylvania,5294
5/28/20,Pennsylvania,5394
5/29/20,Pennsylvania,5481
5/30/20,Pennsylvania,5554
5/31/20,Pennsylvania,5573
6/1/20,Pennsylvania,5587
6/2/20,Pennsylvania,5686
6/3/20,Pennsylvania,5759
6/4/20,Pennsylvania,5842
6/5/20,Pennsylvania,5907
6/6/20,Pennsylvania,5940
6/7/20,Pennsylvania,5953
6/8/20,Pennsylvania,5964
6/9/20,Pennsylvania,6020
6/10/20,Pennsylvania,6070
6/11/20,Pennsylvania,6122
6/12/20,Pennsylvania,6170
6/13/20,Pennsylvania,6221
6/14/20,Pennsylvania,6228
6/15/20,Pennsylvania,6256
6/16/20,Pennsylvania,6287
6/17/20,Pennsylvania,6330
6/18/20,Pennsylvania,6371
6/19/20,Pennsylvania,6408
6/20/20,Pennsylvania,6427
6/21/20,Pennsylvania,6432
6/22/20,Pennsylvania,6436
6/23/20,Pennsylvania,6475
6/24/20,Pennsylvania,6528
6/25/20,Pennsylvania,6567
6/26/20,Pennsylvania,6588
6/27/20,Pennsylvania,6612
6/28/20,Pennsylvania,6616
6/29/20,Pennsylvania,6625
6/30/20,Pennsylvania,6662
7/1/20,Pennsylvania,6695
7/2/20,Pennsylvania,6720
7/3/20,Pennsylvania,6753
7/4/20,Pennsylvania,6756
7/5/20,Pennsylvania,6760
7/6/20,Pennsylvania,6762
7/7/20,Pennsylvania,6794
7/8/20,Pennsylvania,6817
7/9/20,Pennsylvania,6853
7/10/20,Pennsylvania,6884
7/11/20,Pennsylvania,6902
7/12/20,Pennsylvania,6909
7/13/20,Pennsylvania,6919
7/14/20,Pennsylvania,6940
7/15/20,Pennsylvania,6965
7/16/20,Pennsylvania,6991
7/17/20,Pennsylvania,7012
7/18/20,Pennsylvania,7024
7/19/20,Pennsylvania,7033
7/20/20,Pennsylvania,7036
7/21/20,Pennsylvania,7056
7/22/20,Pennsylvania,7082
7/23/20,Pennsylvania,7098
7/24/20,Pennsylvania,7120
7/25/20,Pennsylvania,7129
7/26/20,Pennsylvania,7132
7/27/20,Pennsylvania,7137
7/28/20,Pennsylvania,7161
7/29/20,Pennsylvania,7175
7/30/20,Pennsylvania,7198
7/31/20,Pennsylvania,7209
8/1/20,Pennsylvania,7221
8/2/20,Pennsylvania,7225
8/3/20,Pennsylvania,7227
8/4/20,Pennsylvania,7251
8/5/20,Pennsylvania,7258
8/6/20,Pennsylvania,7287
8/7/20,Pennsylvania,7301
8/8/20,Pennsylvania,7315
8/9/20,Pennsylvania,7316
8/10/20,Pennsylvania,7319
8/11/20,Pennsylvania,7348
8/12/20,Pennsylvania,7384
8/13/20,Pennsylvania,7400
8/14/20,Pennsylvania,7439
8/15/20,Pennsylvania,7456
8/16/20,Pennsylvania,7459
8/17/20,Pennsylvania,7459
8/18/20,Pennsylvania,7481
8/19/20,Pennsylvania,7514
8/20/20,Pennsylvania,7527
8/21/20,Pennsylvania,7544
8/22/20,Pennsylvania,7562
8/23/20,Pennsylvania,7564
8/24/20,Pennsylvania,7566
8/25/20,Pennsylvania,7590
8/26/20,Pennsylvania,7619
8/27/20,Pennsylvania,7627
8/28/20,Pennsylvania,7647
8/29/20,Pennsylvania,7661
8/30/20,Pennsylvania,7663
8/31/20,Pennsylvania,7663
9/1/20,Pennsylvania,7682
9/2/20,Pennsylvania,7708
9/3/20,Pennsylvania,7727
9/4/20,Pennsylvania,7737
9/5/20,Pennsylvania,7752
9/6/20,Pennsylvania,7752
9/7/20,Pennsylvania,7773
9/8/20,Pennsylvania,7781
9/9/20,Pennsylvania,7795
9/10/20,Pennsylvania,7808
9/11/20,Pennsylvania,7831
9/12/20,Pennsylvania,7831
9/13/20,Pennsylvania,7832
9/14/20,Pennsylvania,7859
9/15/20,Pennsylvania,7865
9/16/20,Pennsylvania,7887
9/17/20,Pennsylvania,7898
9/18/20,Pennsylvania,7924
9/19/20,Pennsylvania,7945
9/20/20,Pennsylvania,7966
9/21/20,Pennsylvania,7989
9/22/20,Pennsylvania,8007
9/23/20,Pennsylvania,8042
9/24/20,Pennsylvania,8059
9/25/20,Pennsylvania,8070
9/26/20,Pennsylvania,8088
9/27/20,Pennsylvania,8091
9/28/20,Pennsylvania,8093
9/29/20,Pennsylvania,8106
9/30/20,Pennsylvania,8133
10/1/20,Pennsylvania,8148
10/2/20,Pennsylvania,8167
10/3/20,Pennsylvania,8185
10/4/20,Pennsylvania,8200
10/5/20,Pennsylvania,8212
10/6/20,Pennsylvania,8228
10/7/20,Pennsylvania,8251
10/8/20,Pennsylvania,8272
10/9/20,Pennsylvania,8293
10/10/20,Pennsylvania,8326
10/11/20,Pennsylvania,8332
10/12/20,Pennsylvania,8350
10/13/20,Pennsylvania,8364
10/14/20,Pennsylvania,8393
10/15/20,Pennsylvania,8416
10/16/20,Pennsylvania,8438
10/17/20,Pennsylvania,8447
10/18/20,Pennsylvania,8470
10/19/20,Pennsylvania,8480
10/20/20,Pennsylvania,8521
10/21/20,Pennsylvania,8549
10/22/20,Pennsylvania,8577
10/23/20,Pennsylvania,8609
10/24/20,Pennsylvania,8637
10/25/20,Pennsylvania,8648
10/26/20,Pennsylvania,8660
10/27/20,Pennsylvania,8684
10/28/20,Pennsylvania,8707
10/29/20,Pennsylvania,8743
10/30/20,Pennsylvania,8772
10/31/20,Pennsylvania,8798
11/1/20,Pennsylvania,8801
11/2/20,Pennsylvania,8811
11/3/20,Pennsylvania,8841
11/4/20,Pennsylvania,8878
11/5/20,Pennsylvania,8923
11/6/20,Pennsylvania,8962
11/7/20,Pennsylvania,8999
11/8/20,Pennsylvania,9003
11/9/20,Pennsylvania,9006
11/10/20,Pennsylvania,9078
11/11/20,Pennsylvania,9135
11/12/20,Pennsylvania,9184
11/13/20,Pennsylvania,9212
11/14/20,Pennsylvania,9255
11/15/20,Pennsylvania,9294
11/16/20,Pennsylvania,9319
11/17/20,Pennsylvania,9353
11/18/20,Pennsylvania,9470
11/19/20,Pennsylvania,9580
11/20/20,Pennsylvania,9687
11/21/20,Pennsylvania,9787
11/22/20,Pennsylvania,9830
11/23/20,Pennsylvania,9858
11/24/20,Pennsylvania,9938
11/25/20,Pennsylvania,10080
11/26/20,Pennsylvania,10185
11/27/20,Pennsylvania,10210
11/28/20,Pennsylvania,10253
11/29/20,Pennsylvania,10319
11/30/20,Pennsylvania,10357
12/1/20,Pennsylvania,10529
12/2/20,Pennsylvania,10703
12/3/20,Pennsylvania,10886
12/4/20,Pennsylvania,11068
12/5/20,Pennsylvania,11210
12/6/20,Pennsylvania,11280
12/7/20,Pennsylvania,11345
12/8/20,Pennsylvania,11548
12/9/20,Pennsylvania,11746
12/10/20,Pennsylvania,11981
12/11/20,Pennsylvania,12195
12/12/20,Pennsylvania,12389
12/13/20,Pennsylvania,12514
12/14/20,Pennsylvania,12580
12/15/20,Pennsylvania,12827
12/16/20,Pennsylvania,13145
12/17/20,Pennsylvania,13361
12/18/20,Pennsylvania,13579
12/19/20,Pennsylvania,13790
12/20/20,Pennsylvania,13879
12/21/20,Pennsylvania,13937
12/22/20,Pennsylvania,14255
12/23/20,Pennsylvania,14512
12/24/20,Pennsylvania,14767
12/25/20,Pennsylvania,14902
12/26/20,Pennsylvania,14926
12/27/20,Pennsylvania,15044
12/28/20,Pennsylvania,15134
12/29/20,Pennsylvania,15422
12/30/20,Pennsylvania,15742
12/31/20,Pennsylvania,16030
1/1/21,Pennsylvania,16245
1/2/21,Pennsylvania,16273
1/3/21,Pennsylvania,16331
1/4/21,Pennsylvania,16432
1/5/21,Pennsylvania,16631
1/6/21,Pennsylvania,16989
1/7/21,Pennsylvania,17251
1/8/21,Pennsylvania,17458
1/9/21,Pennsylvania,17710
1/10/21,Pennsylvania,17804
1/11/21,Pennsylvania,17892
1/12/21,Pennsylvania,18137
1/13/21,Pennsylvania,18484
1/14/21,Pennsylvania,18784
1/15/21,Pennsylvania,19009
1/16/21,Pennsylvania,19223
1/17/21,Pennsylvania,19336
1/18/21,Pennsylvania,19411
1/19/21,Pennsylvania,19494
1/20/21,Pennsylvania,19881
1/21/21,Pennsylvania,20136
1/22/21,Pennsylvania,20340
1/23/21,Pennsylvania,20527
1/24/21,Pennsylvania,20606
1/25/21,Pennsylvania,20668
1/26/21,Pennsylvania,20895
1/27/21,Pennsylvania,21111
1/28/21,Pennsylvania,21301
1/29/21,Pennsylvania,21470
1/30/21,Pennsylvania,21598
1/31/21,Pennsylvania,21656
2/1/21,Pennsylvania,21695
2/2/21,Pennsylvania,21820
2/3/21,Pennsylvania,21961
2/4/21,Pennsylvania,22091
2/5/21,Pennsylvania,22251
2/6/21,Pennsylvania,22396
2/7/21,Pennsylvania,22460
2/8/21,Pennsylvania,22489
2/9/21,Pennsylvania,22631
2/10/21,Pennsylvania,22757
2/11/21,Pennsylvania,22871
2/12/21,Pennsylvania,22975
2/13/21,Pennsylvania,23070
2/14/21,Pennsylvania,23095
2/15/21,Pennsylvania,23116
2/16/21,Pennsylvania,23131
2/17/21,Pennsylvania,23316
2/18/21,Pennsylvania,23414
2/19/21,Pennsylvania,23490
2/20/21,Pennsylvania,23565
2/21/21,Pennsylvania,23592
2/22/21,Pennsylvania,23608
2/23/21,Pennsylvania,23705
2/24/21,Pennsylvania,23783
2/25/21,Pennsylvania,23863
2/26/21,Pennsylvania,23921
2/27/21,Pennsylvania,23922
2/28/21,Pennsylvania,23995
3/1/21,Pennsylvania,24011
3/2/21,Pennsylvania,24087
3/3/21,Pennsylvania,24152
3/4/21,Pennsylvania,24230
3/5/21,Pennsylvania,24274
3/6/21,Pennsylvania,24327
3/7/21,Pennsylvania,24356
3/8/21,Pennsylvania,24368
3/9/21,Pennsylvania,24413
3/10/21,Pennsylvania,24452
3/11/21,Pennsylvania,24492
3/12/21,Pennsylvania,24524
3/13/21,Pennsylvania,24526
3/14/21,Pennsylvania,24527
3/15/21,Pennsylvania,24583
3/16/21,Pennsylvania,24678
3/17/21,Pennsylvania,24717
3/18/21,Pennsylvania,24739
3/19/21,Pennsylvania,24775
3/20/21,Pennsylvania,24802
3/21/21,Pennsylvania,24816
3/22/21,Pennsylvania,24793
3/23/21,Pennsylvania,24836
3/24/21,Pennsylvania,24872
3/25/21,Pennsylvania,24913
3/26/21,Pennsylvania,24944
3/27/21,Pennsylvania,24972
3/28/21,Pennsylvania,24984
3/29/21,Pennsylvania,25005
3/30/21,Pennsylvania,25043
3/31/21,Pennsylvania,25089
4/1/21,Pennsylvania,25124
4/2/21,Pennsylvania,25148
4/3/21,Pennsylvania,25180
4/4/21,Pennsylvania,25188
4/5/21,Pennsylvania,25195
4/6/21,Pennsylvania,25233
4/7/21,Pennsylvania,25284
4/8/21,Pennsylvania,25327
4/9/21,Pennsylvania,25372
4/10/21,Pennsylvania,25405
4/11/21,Pennsylvania,25409
4/12/21,Pennsylvania,25415
4/13/21,Pennsylvania,25471
4/14/21,Pennsylvania,25521
4/15/21,Pennsylvania,25569
4/16/21,Pennsylvania,25634
4/17/21,Pennsylvania,25666
4/18/21,Pennsylvania,25688
4/19/21,Pennsylvania,25697
4/20/21,Pennsylvania,25771
4/21/21,Pennsylvania,25837
4/22/21,Pennsylvania,25887
4/23/21,Pennsylvania,25946
4/24/21,Pennsylvania,25982
4/25/21,Pennsylvania,25987
4/26/21,Pennsylvania,25996
4/27/21,Pennsylvania,26068
4/28/21,Pennsylvania,26128
4/29/21,Pennsylvania,26176
4/30/21,Pennsylvania,26209
5/1/21,Pennsylvania,26239
5/2/21,Pennsylvania,26258
5/3/21,Pennsylvania,26274
5/4/21,Pennsylvania,26325
5/5/21,Pennsylvania,26374
5/6/21,Pennsylvania,26434
5/7/21,Pennsylvania,26470
5/8/21,Pennsylvania,26501
5/9/21,Pennsylvania,26510
5/10/21,Pennsylvania,26545
5/11/21,Pennsylvania,26594
5/12/21,Pennsylvania,26626
5/13/21,Pennsylvania,26684
5/14/21,Pennsylvania,26706
5/15/21,Pennsylvania,26727
5/16/21,Pennsylvania,26780
5/17/21,Pennsylvania,26814
5/18/21,Pennsylvania,26844
5/19/21,Pennsylvania,26887
5/20/21,Pennsylvania,26938
5/21/21,Pennsylvania,26958
5/22/21,Pennsylvania,26995
5/23/21,Pennsylvania,27004
5/24/21,Pennsylvania,27027
5/25/21,Pennsylvania,27060
5/26/21,Pennsylvania,27092
5/27/21,Pennsylvania,27143
5/28/21,Pennsylvania,27188
5/29/21,Pennsylvania,27203
5/30/21,Pennsylvania,27209
5/31/21,Pennsylvania,27214
6/1/21,Pennsylvania,27214
6/2/21,Pennsylvania,27259
6/3/21,Pennsylvania,27295
6/4/21,Pennsylvania,27325
6/5/21,Pennsylvania,27343
6/6/21,Pennsylvania,27348
6/7/21,Pennsylvania,27360
6/8/21,Pennsylvania,27395
6/9/21,Pennsylvania,27417
6/10/21,Pennsylvania,27438
6/11/21,Pennsylvania,27457
6/12/21,Pennsylvania,27465
6/13/21,Pennsylvania,27479
6/14/21,Pennsylvania,27490
6/15/21,Pennsylvania,27514
6/16/21,Pennsylvania,27531
6/17/21,Pennsylvania,27546
6/18/21,Pennsylvania,27559
6/19/21,Pennsylvania,27559
6/20/21,Pennsylvania,27566
6/21/21,Pennsylvania,27568
6/22/21,Pennsylvania,27604
6/23/21,Pennsylvania,27612
6/24/21,Pennsylvania,27627
6/25/21,Pennsylvania,27636
6/26/21,Pennsylvania,27642
6/27/21,Pennsylvania,27651
6/28/21,Pennsylvania,27657
6/29/21,Pennsylvania,27670
6/30/21,Pennsylvania,27678
7/1/21,Pennsylvania,27687
7/2/21,Pennsylvania,27695
7/3/21,Pennsylvania,27704
7/4/21,Pennsylvania,27706
7/5/21,Pennsylvania,27706
7/6/21,Pennsylvania,27708
7/7/21,Pennsylvania,27718
7/8/21,Pennsylvania,27729
7/9/21,Pennsylvania,27736
7/10/21,Pennsylvania,27743
7/11/21,Pennsylvania,27746
7/12/21,Pennsylvania,27750
7/13/21,Pennsylvania,27759
7/14/21,Pennsylvania,27772
7/15/21,Pennsylvania,27782
7/16/21,Pennsylvania,27786
7/17/21,Pennsylvania,27790
7/18/21,Pennsylvania,27792
7/19/21,Pennsylvania,27795
7/20/21,Pennsylvania,27805
7/21/21,Pennsylvania,27813
7/22/21,Pennsylvania,27819
7/23/21,Pennsylvania,27820
7/24/21,Pennsylvania,27823
7/25/21,Pennsylvania,27827
7/26/21,Pennsylvania,27827
7/27/21,Pennsylvania,27831
7/28/21,Pennsylvania,27838
7/29/21,Pennsylvania,27842
7/30/21,Pennsylvania,27850
7/31/21,Pennsylvania,27850
8/1/21,Pennsylvania,27856
8/2/21,Pennsylvania,27857
8/3/21,Pennsylvania,27868
8/4/21,Pennsylvania,27883
8/5/21,Pennsylvania,27890
8/6/21,Pennsylvania,27898
8/7/21,Pennsylvania,27900
8/8/21,Pennsylvania,27900
8/9/21,Pennsylvania,27903
8/10/21,Pennsylvania,27914
8/11/21,Pennsylvania,27925
8/12/21,Pennsylvania,27941
8/13/21,Pennsylvania,27957
8/14/21,Pennsylvania,27966
8/15/21,Pennsylvania,27966
8/16/21,Pennsylvania,27966
8/17/21,Pennsylvania,27993
8/18/21,Pennsylvania,28018
8/19/21,Pennsylvania,28040
8/20/21,Pennsylvania,28059
8/21/21,Pennsylvania,28074
8/22/21,Pennsylvania,28075
8/23/21,Pennsylvania,28076
8/24/21,Pennsylvania,28098
8/25/21,Pennsylvania,28131
8/26/21,Pennsylvania,28158
8/27/21,Pennsylvania,28180
8/28/21,Pennsylvania,28205
8/29/21,Pennsylvania,28209
8/30/21,Pennsylvania,28214
8/31/21,Pennsylvania,28235
9/1/21,Pennsylvania,28235
9/2/21,Pennsylvania,28325
9/3/21,Pennsylvania,28352
9/4/21,Pennsylvania,28378
9/5/21,Pennsylvania,28393
9/6/21,Pennsylvania,28396
9/7/21,Pennsylvania,28408
9/8/21,Pennsylvania,28446
9/9/21,Pennsylvania,28498
9/10/21,Pennsylvania,28535
9/11/21,Pennsylvania,28564
9/12/21,Pennsylvania,28564
9/13/21,Pennsylvania,28568
9/14/21,Pennsylvania,28651
9/15/21,Pennsylvania,28696
9/16/21,Pennsylvania,28768
9/17/21,Pennsylvania,28812
9/18/21,Pennsylvania,28842
9/19/21,Pennsylvania,28858
9/20/21,Pennsylvania,28864
9/21/21,Pennsylvania,28932
9/22/21,Pennsylvania,28998
9/23/21,Pennsylvania,29030
9/24/21,Pennsylvania,29064
9/25/21,Pennsylvania,29119
9/26/21,Pennsylvania,29131
9/27/21,Pennsylvania,29151
9/28/21,Pennsylvania,29226
9/29/21,Pennsylvania,29323
9/30/21,Pennsylvania,29400
10/1/21,Pennsylvania,29437
10/2/21,Pennsylvania,29486
10/3/21,Pennsylvania,29515
10/4/21,Pennsylvania,29531
10/5/21,Pennsylvania,29611
10/6/21,Pennsylvania,29722
10/7/21,Pennsylvania,29814
10/8/21,Pennsylvania,29907
10/9/21,Pennsylvania,29907
10/10/21,Pennsylvania,29907
10/11/21,Pennsylvania,29907
10/12/21,Pennsylvania,30058
10/13/21,Pennsylvania,30228
10/14/21,Pennsylvania,30336
10/15/21,Pennsylvania,30418
10/16/21,Pennsylvania,30418
10/17/21,Pennsylvania,30418
10/18/21,Pennsylvania,30523
10/19/21,Pennsylvania,30587
10/20/21,Pennsylvania,30721
10/21/21,Pennsylvania,30815
10/22/21,Pennsylvania,30903
10/23/21,Pennsylvania,30962
10/24/21,Pennsylvania,30969
10/25/21,Pennsylvania,30976
10/26/21,Pennsylvania,31055
10/27/21,Pennsylvania,31197
10/28/21,Pennsylvania,31292
10/29/21,Pennsylvania,31377
10/30/21,Pennsylvania,31413
10/31/21,Pennsylvania,31452
11/1/21,Pennsylvania,31455
11/2/21,Pennsylvania,31530
11/3/21,Pennsylvania,31711
11/4/21,Pennsylvania,31783
11/5/21,Pennsylvania,31855
11/6/21,Pennsylvania,31897
11/7/21,Pennsylvania,31897
11/8/21,Pennsylvania,31915
11/9/21,Pennsylvania,31992
11/10/21,Pennsylvania,32188
11/11/21,Pennsylvania,32257
11/12/21,Pennsylvania,32279
11/13/21,Pennsylvania,32355
11/14/21,Pennsylvania,32395
11/15/21,Pennsylvania,32411
11/16/21,Pennsylvania,32483
11/17/21,Pennsylvania,32633
11/18/21,Pennsylvania,32729
11/19/21,Pennsylvania,32825
11/20/21,Pennsylvania,32911
11/21/21,Pennsylvania,32924
11/22/21,Pennsylvania,32931
11/23/21,Pennsylvania,33003
11/24/21,Pennsylvania,33101
11/25/21,Pennsylvania,33247
11/26/21,Pennsylvania,33247
11/27/21,Pennsylvania,33251
11/28/21,Pennsylvania,33283
11/29/21,Pennsylvania,33308
11/30/21,Pennsylvania,33421
12/1/21,Pennsylvania,33521
12/2/21,Pennsylvania,33649
12/3/21,Pennsylvania,33746
12/4/21,Pennsylvania,33859
12/5/21,Pennsylvania,33902
12/6/21,Pennsylvania,33962
12/7/21,Pennsylvania,34107
12/8/21,Pennsylvania,34198
12/9/21,Pennsylvania,34271
12/10/21,Pennsylvania,34415
12/11/21,Pennsylvania,34571
12/12/21,Pennsylvania,34616
12/13/21,Pennsylvania,34618
12/14/21,Pennsylvania,34731
12/15/21,Pennsylvania,34990
12/16/21,Pennsylvania,35095
12/17/21,Pennsylvania,35183
12/18/21,Pennsylvania,35378
12/19/21,Pennsylvania,35398
12/20/21,Pennsylvania,35418
12/21/21,Pennsylvania,35615
12/22/21,Pennsylvania,35783
12/23/21,Pennsylvania,35960
12/24/21,Pennsylvania,36050
12/25/21,Pennsylvania,36050
12/26/21,Pennsylvania,36050
12/27/21,Pennsylvania,36069
12/28/21,Pennsylvania,36200
12/29/21,Pennsylvania,36504
12/30/21,Pennsylvania,36639
12/31/21,Pennsylvania,36705
1/1/22,Pennsylvania,36714
1/2/22,Pennsylvania,36715
1/3/22,Pennsylvania,36799
1/4/22,Pennsylvania,36968
1/5/22,Pennsylvania,37111
1/6/22,Pennsylvania,37366
1/7/22,Pennsylvania,37522
1/8/22,Pennsylvania,37642
1/9/22,Pennsylvania,37665
1/10/22,Pennsylvania,37686
1/11/22,Pennsylvania,37899
1/12/22,Pennsylvania,38103
1/13/22,Pennsylvania,38253
1/14/22,Pennsylvania,38426
1/15/22,Pennsylvania,38611
1/16/22,Pennsylvania,38619
1/17/22,Pennsylvania,38619
1/18/22,Pennsylvania,38655
1/19/22,Pennsylvania,38767
1/20/22,Pennsylvania,39093
1/21/22,Pennsylvania,39362
1/22/22,Pennsylvania,39487
1/23/22,Pennsylvania,39538
1/24/22,Pennsylvania,39560
1/25/22,Pennsylvania,39749
1/26/22,Pennsylvania,39932
1/27/22,Pennsylvania,40257
1/28/22,Pennsylvania,40394
1/29/22,Pennsylvania,40548
1/30/22,Pennsylvania,40563
1/31/22,Pennsylvania,40581
2/1/22,Pennsylvania,40836
2/2/22,Pennsylvania,41028
2/3/22,Pennsylvania,41199
2/4/22,Pennsylvania,41359
2/5/22,Pennsylvania,41524
2/6/22,Pennsylvania,41538
2/7/22,Pennsylvania,41585
2/8/22,Pennsylvania,41757
2/9/22,Pennsylvania,41897
2/10/22,Pennsylvania,42035
2/11/22,Pennsylvania,42134
2/12/22,Pennsylvania,42203
2/13/22,Pennsylvania,42203
2/14/22,Pennsylvania,42247
2/15/22,Pennsylvania,42424
2/16/22,Pennsylvania,42533
2/17/22,Pennsylvania,42617
2/18/22,Pennsylvania,42686
2/19/22,Pennsylvania,42686
2/20/22,Pennsylvania,42789
2/21/22,Pennsylvania,42789
2/22/22,Pennsylvania,42789
2/23/22,Pennsylvania,43002
2/24/22,Pennsylvania,43069
2/25/22,Pennsylvania,43148
2/26/22,Pennsylvania,43203
2/27/22,Pennsylvania,43215
2/28/22,Pennsylvania,43216
3/1/22,Pennsylvania,43332
3/2/22,Pennsylvania,43421
3/3/22,Pennsylvania,43486
3/4/22,Pennsylvania,43525
3/5/22,Pennsylvania,43525
3/6/22,Pennsylvania,43600
3/7/22,Pennsylvania,43600
3/8/22,Pennsylvania,43692
3/9/22,Pennsylvania,43730
3/10/22,Pennsylvania,43767
3/11/22,Pennsylvania,43808
3/12/22,Pennsylvania,43834
3/13/22,Pennsylvania,43839
3/14/22,Pennsylvania,43845
3/15/22,Pennsylvania,43909
3/16/22,Pennsylvania,43962
3/17/22,Pennsylvania,43992
3/18/22,Pennsylvania,44011
3/19/22,Pennsylvania,44011
3/20/22,Pennsylvania,44049
3/21/22,Pennsylvania,44050
3/22/22,Pennsylvania,44091
3/23/22,Pennsylvania,44115
3/24/22,Pennsylvania,44152
3/25/22,Pennsylvania,44180
3/26/22,Pennsylvania,44208
3/27/22,Pennsylvania,44209
3/28/22,Pennsylvania,44211
3/29/22,Pennsylvania,44238
3/30/22,Pennsylvania,44260
3/31/22,Pennsylvania,44275
4/1/22,Pennsylvania,44295
4/2/22,Pennsylvania,44313
4/3/22,Pennsylvania,44313
4/4/22,Pennsylvania,44316
4/5/22,Pennsylvania,44348
4/6/22,Pennsylvania,44370
4/7/22,Pennsylvania,44391
4/8/22,Pennsylvania,44404
4/9/22,Pennsylvania,44417
4/10/22,Pennsylvania,44424
4/11/22,Pennsylvania,44425
4/12/22,Pennsylvania,44442
4/13/22,Pennsylvania,44441
4/14/22,Pennsylvania,44464
4/15/22,Pennsylvania,44474
4/16/22,Pennsylvania,44488
4/17/22,Pennsylvania,44488
4/18/22,Pennsylvania,44488
4/19/22,Pennsylvania,44539
4/20/22,Pennsylvania,44550
4/21/22,Pennsylvania,44578
4/22/22,Pennsylvania,44592
4/23/22,Pennsylvania,44602
4/24/22,Pennsylvania,44608
4/25/22,Pennsylvania,44610
4/26/22,Pennsylvania,44616
4/27/22,Pennsylvania,44629
4/28/22,Pennsylvania,44641
4/29/22,Pennsylvania,44663
